NW_019211454.1 35412
NW_019211454.1 129695
NW_019211454.1 139889
NW_019211454.1 162349
NW_019211454.1 170557
NW_019211454.1 179204
NW_019211454.1 185667
NW_019211454.1 202952
NW_019211454.1 209348
NW_019211454.1 216122
NW_019211454.1 228465
NW_019211454.1 246628
NW_019211454.1 258342
NW_019211454.1 261907
NW_019211454.1 268904
NW_019211454.1 269163
NW_019211454.1 269579
NW_019211454.1 272418
NW_019211454.1 284023
NW_019211454.1 285353
NW_019211454.1 305317
NW_019211454.1 358387
NW_019211454.1 380396
NW_019211454.1 401465
NW_019211454.1 492967
NW_019211454.1 496957
NW_019211454.1 500422
NW_019211454.1 502305
NW_019211454.1 513757
NW_019211454.1 515411
NW_019211454.1 517518
NW_019211454.1 517868
NW_019211454.1 521267
NW_019211454.1 524013
NW_019211454.1 546469
NW_019211454.1 548092
NW_019211454.1 548353
NW_019211454.1 548747
NW_019211454.1 549607
NW_019211454.1 549748
NW_019211454.1 550675
NW_019211454.1 555654
NW_019211454.1 558048
NW_019211454.1 558401
NW_019211454.1 566794
NW_019211454.1 569093
NW_019211454.1 571310
NW_019211454.1 579717
NW_019211454.1 583641
NW_019211454.1 588781
NW_019211454.1 591733
NW_019211454.1 592182
NW_019211454.1 592932
NW_019211454.1 592950
NW_019211454.1 596930
NW_019211454.1 599689
NW_019211454.1 599736
NW_019211454.1 609110
NW_019211454.1 611550
NW_019211454.1 613936
NW_019211454.1 3234641
NW_019211454.1 4854398
NW_019211454.1 4912263
NW_019211454.1 4920532
NW_019211454.1 4925667
NW_019211454.1 4934775
NW_019211454.1 4936688
NW_019211454.1 4952477
NW_019211454.1 4971865
NW_019211454.1 4980011
NW_019211454.1 4982211
NW_019211454.1 4989104
NW_019211454.1 5002697
NW_019211454.1 5010974
NW_019211454.1 5014816
NW_019211454.1 5017469
NW_019211454.1 5021280
NW_019211454.1 5021396
NW_019211454.1 5022167
NW_019211454.1 5032847
NW_019211454.1 5039897
NW_019211454.1 5065442
NW_019211454.1 5095835
NW_019211454.1 5107199
NW_019211454.1 5124940
NW_019211454.1 5168654
NW_019211454.1 5184381
NW_019211454.1 5218935
NW_019211454.1 5257386
NW_019211454.1 5266356
NW_019211454.1 5268357
NW_019211454.1 5272961
NW_019211454.1 5273663
NW_019211454.1 5825506
NW_019211454.1 5866775
NW_019211454.1 5907567
NW_019211454.1 6033069
NW_019211454.1 6073019
NW_019211454.1 6167320
NW_019211454.1 10132388
NW_019211454.1 12137999
NW_019211454.1 12546747
NW_019211454.1 12645630
NW_019211454.1 12851540
NW_019211454.1 12874184
NW_019211454.1 12876366
NW_019211454.1 12877877
NW_019211454.1 12879849
NW_019211454.1 12889655
NW_019211454.1 12894515
NW_019211454.1 12895348
NW_019211454.1 13010879
NW_019211454.1 13285914
NW_019211454.1 13440103
NW_019211454.1 14934631
NW_019211454.1 15158713
NW_019211454.1 15161035
NW_019211454.1 15174291
NW_019211454.1 15198114
NW_019211454.1 15199831
NW_019211454.1 15216285
NW_019211454.1 15217447
NW_019211454.1 15218494
NW_019211454.1 15222093
NW_019211454.1 15235856
NW_019211454.1 15241509
NW_019211454.1 15256695
NW_019211454.1 15266906
NW_019211454.1 15270261
NW_019211454.1 15270286
NW_019211454.1 15271304
NW_019211454.1 15272016
NW_019211454.1 15273412
NW_019211454.1 15282161
NW_019211454.1 15285308
NW_019211454.1 15291554
NW_019211454.1 15299524
NW_019211454.1 15332667
NW_019211454.1 15345602
NW_019211454.1 15454421
NW_019211454.1 15454838
NW_019211454.1 15467024
NW_019211454.1 15471634
NW_019211454.1 15640397
NW_019211454.1 15648701
NW_019211454.1 16483217
NW_019211454.1 16501858
NW_019211454.1 16503761
NW_019211454.1 16548041
NW_019211454.1 16549009
NW_019211454.1 16551577
NW_019211454.1 16551618
NW_019211454.1 16554060
NW_019211454.1 16557116
NW_019211454.1 16569723
NW_019211454.1 16570630
NW_019211454.1 16630890
NW_019211454.1 16638611
NW_019211454.1 16640118
NW_019211454.1 16642087
NW_019211454.1 16643021
NW_019211454.1 16645606
NW_019211454.1 16646376
NW_019211454.1 16647761
NW_019211454.1 16649445
NW_019211454.1 16656654
NW_019211454.1 16658787
NW_019211454.1 16675307
NW_019211454.1 16689923
NW_019211454.1 16694493
NW_019211454.1 16698054
NW_019211454.1 16698570
NW_019211454.1 16706591
NW_019211454.1 16707257
NW_019211454.1 16720092
NW_019211454.1 16743273
NW_019211454.1 16743612
NW_019211454.1 16747922
NW_019211454.1 16799164
NW_019211454.1 16799971
NW_019211454.1 16805238
NW_019211454.1 16873891
NW_019211454.1 16878098
NW_019211454.1 16878105
NW_019211454.1 16974349
NW_019211454.1 16978900
NW_019211454.1 16989820
NW_019211454.1 16989994
NW_019211454.1 16990349
NW_019211454.1 17182848
NW_019211454.1 17375864
NW_019211454.1 17876869
NW_019211454.1 19834318
NW_019211454.1 21151689
NW_019211454.1 21152394
NW_019211454.1 21155474
NW_019211454.1 21191906
NW_019211454.1 21202584
NW_019211454.1 21205822
NW_019211454.1 21338004
NW_019211454.1 23679871
NW_019211454.1 23689922
NW_019211454.1 23698985
NW_019211454.1 23703717
NW_019211454.1 24164156
NW_019211454.1 24183512
NW_019211454.1 24184806
NW_019211454.1 24190760
NW_019211454.1 24230460
NW_019211454.1 24431745
NW_019211454.1 24431921
NW_019211454.1 24432013
NW_019211454.1 24667036
NW_019211454.1 24727073
NW_019211454.1 24739086
NW_019211454.1 24775786
NW_019211454.1 24889076
NW_019211454.1 24889094
NW_019211454.1 24891728
NW_019211454.1 24937924
NW_019211454.1 24940670
NW_019211454.1 24944930
NW_019211454.1 24991847
NW_019211454.1 25019795
NW_019211454.1 25043111
NW_019211454.1 25057576
NW_019211454.1 25057965
NW_019211454.1 25079322
NW_019211454.1 25116564
NW_019211454.1 25133601
NW_019211454.1 25187395
NW_019211454.1 25193720
NW_019211454.1 25198513
NW_019211454.1 25238067
NW_019211454.1 25241288
NW_019211454.1 25241468
NW_019211454.1 25261391
NW_019211454.1 25262879
NW_019211454.1 25268449
NW_019211454.1 25287054
NW_019211454.1 25299039
NW_019211454.1 25303487
NW_019211454.1 25384513
NW_019211454.1 25416295
NW_019211454.1 25431727
NW_019211454.1 25583567
NW_019211454.1 25615701
NW_019211454.1 25640999
NW_019211454.1 25671537
NW_019211454.1 25681926
NW_019211454.1 25709065
NW_019211454.1 25709159
NW_019211454.1 25709454
NW_019211454.1 25723594
NW_019211454.1 25726028
NW_019211454.1 25730608
NW_019211454.1 25736167
NW_019211454.1 25759130
NW_019211454.1 25778692
NW_019211454.1 25778807
NW_019211454.1 25785331
NW_019211454.1 25806124
NW_019211454.1 25817909
NW_019211454.1 25852056
NW_019211454.1 25865206
NW_019211454.1 25865934
NW_019211454.1 25872901
NW_019211454.1 25876166
NW_019211454.1 25880672
NW_019211454.1 25933683
NW_019211454.1 25966281
NW_019211454.1 25967168
NW_019211454.1 25969358
NW_019211454.1 25994397
NW_019211454.1 25994561
NW_019211454.1 25995721
NW_019211454.1 25998173
NW_019211454.1 25999887
NW_019211454.1 26000075
NW_019211454.1 26002190
NW_019211454.1 26003904
NW_019211454.1 26014518
NW_019211454.1 26025226
NW_019211454.1 26048924
NW_019211454.1 26048957
NW_019211454.1 26060050
NW_019211454.1 26062086
NW_019211454.1 26063999
NW_019211454.1 26071309
NW_019211454.1 26085644
NW_019211454.1 26102668
NW_019211454.1 26108537
NW_019211454.1 26146260
NW_019211454.1 26163153
NW_019211454.1 26171589
NW_019211454.1 26175813
NW_019211454.1 26176480
NW_019211454.1 26177257
NW_019211454.1 26199174
NW_019211454.1 26615633
NW_019211454.1 26689159
NW_019211454.1 26689566
NW_019211454.1 26689623
NW_019211454.1 26690372
NW_019211454.1 26691375
NW_019211454.1 26699918
NW_019211454.1 26702146
NW_019211454.1 26718287
NW_019211454.1 26730843
NW_019211454.1 26752739
NW_019211454.1 26871775
NW_019211454.1 26871808
NW_019211454.1 26871813
NW_019211454.1 26871828
NW_019211454.1 26874101
NW_019211454.1 26874148
NW_019211454.1 26883601
NW_019211454.1 26887369
NW_019211454.1 26888055
NW_019211454.1 26889797
NW_019211454.1 26900057
NW_019211454.1 26907300
NW_019211454.1 26911411
NW_019211454.1 26920706
NW_019211454.1 26921768
NW_019211454.1 26928695
NW_019211454.1 26934313
NW_019211454.1 26942128
NW_019211454.1 26942430
NW_019211454.1 26951789
NW_019211454.1 26961460
NW_019211454.1 26974352
NW_019211454.1 26983284
NW_019211454.1 26987086
NW_019211454.1 26999827
NW_019211454.1 27019733
NW_019211454.1 27031231
NW_019211454.1 27041246
NW_019211454.1 27041584
NW_019211454.1 27048147
NW_019211454.1 27050857
NW_019211454.1 27051289
NW_019211454.1 27051351
NW_019211454.1 27053096
NW_019211454.1 27066786
NW_019211454.1 27067772
NW_019211454.1 27068935
NW_019211454.1 27070815
NW_019211454.1 27074828
NW_019211454.1 27083778
NW_019211454.1 27151442
NW_019211454.1 27172523
NW_019211454.1 27175628
NW_019211454.1 27177182
NW_019211454.1 27178300
NW_019211454.1 27178833
NW_019211454.1 27180987
NW_019211454.1 27189023
NW_019211454.1 27193339
NW_019211454.1 27196008
NW_019211454.1 27407902
NW_019211454.1 27417455
NW_019211454.1 27417677
NW_019211454.1 27449767
NW_019211454.1 27451309
NW_019211454.1 28126436
NW_019211454.1 28127646
NW_019211454.1 28133489
NW_019211454.1 28149194
NW_019211454.1 28150269
NW_019211454.1 28167756
NW_019211454.1 28169056
NW_019211454.1 28174647
NW_019211454.1 28184107
NW_019211454.1 28188304
NW_019211454.1 28193069
NW_019211454.1 28200169
NW_019211454.1 28235173
NW_019211454.1 28245386
NW_019211454.1 28246401
NW_019211454.1 28248089
NW_019211454.1 28251981
NW_019211454.1 28254481
NW_019211454.1 28256968
NW_019211454.1 28257731
NW_019211454.1 28257746
NW_019211454.1 28260306
NW_019211454.1 28263483
NW_019211454.1 28267748
NW_019211454.1 28273446
NW_019211454.1 29424630
NW_019211454.1 30152638
NW_019211454.1 30156010
NW_019211454.1 30613772
NW_019211454.1 30644930
NW_019211454.1 30713908
NW_019211454.1 30756276
NW_019211454.1 30758243
NW_019211454.1 30758656
NW_019211454.1 30763654
NW_019211454.1 30764022
NW_019211454.1 30764349
NW_019211454.1 30770546
NW_019211454.1 30774417
NW_019211454.1 32410517
NW_019211454.1 32422999
NW_019211454.1 32440066
NW_019211454.1 32478994
NW_019211454.1 32481977
