"Chr" "POS" "LG" "sex" "cM"
"1" "NW_019211454.1" 17193528 NA "male_position" 0
"2" "NW_019211454.1" 17193528 NA "female_position" 0
"3" "NW_019211454.1" 17223230 NA "male_position" 2.545
"4" "NW_019211454.1" 17223230 NA "female_position" 0
"5" "NW_019211454.1" 17138470 NA "male_position" 3.392
"6" "NW_019211454.1" 17138470 NA "female_position" 0
"7" "NW_019211454.1" 17182906 NA "male_position" 3.392
"8" "NW_019211454.1" 17182906 NA "female_position" 0
"9" "NW_019211454.1" 17160671 NA "male_position" 4.24
"10" "NW_019211454.1" 17160671 NA "female_position" 0
"11" "NW_019211454.1" 17307371 NA "male_position" 5.087
"12" "NW_019211454.1" 17307371 NA "female_position" 1.696
"13" "NW_019211454.1" 17368185 NA "male_position" 5.935
"14" "NW_019211454.1" 17368185 NA "female_position" 1.696
"15" "NW_019211454.1" 17374556 NA "male_position" 5.935
"16" "NW_019211454.1" 17374556 NA "female_position" 1.696
"17" "NW_019211454.1" 17374579 NA "male_position" 5.935
"18" "NW_019211454.1" 17374579 NA "female_position" 1.696
"19" "NW_019211454.1" 17320207 NA "male_position" 5.935
"20" "NW_019211454.1" 17320207 NA "female_position" 1.696
"21" "NW_019211454.1" 17342483 NA "male_position" 5.935
"22" "NW_019211454.1" 17342483 NA "female_position" 1.696
"23" "NW_019211454.1" 17276129 NA "male_position" 5.935
"24" "NW_019211454.1" 17276129 NA "female_position" 1.696
"25" "NW_019211454.1" 17375864 NA "male_position" 5.935
"26" "NW_019211454.1" 17375864 NA "female_position" 2.543
"27" "NW_019211454.1" 17359798 NA "male_position" 5.935
"28" "NW_019211454.1" 17359798 NA "female_position" 2.543
"29" "NW_019211454.1" 17328167 NA "male_position" 5.935
"30" "NW_019211454.1" 17328167 NA "female_position" 3.391
"31" "NW_019211454.1" 17290015 NA "male_position" 11.037
"32" "NW_019211454.1" 17290015 NA "female_position" 6.786
"33" "NW_019211454.1" 75917149 NA "male_position" 29.648
"34" "NW_019211454.1" 75917149 NA "female_position" 25.397
"35" "NW_019211454.1" 24902934 NA "male_position" 30.496
"36" "NW_019211454.1" 24902934 NA "female_position" 38.394
"37" "NW_019211454.1" 30800532 NA "male_position" 41.696
"38" "NW_019211454.1" 30800532 NA "female_position" 52.301
"39" "NW_019211454.1" 13271262 NA "male_position" 60.307
"40" "NW_019211454.1" 13271262 NA "female_position" 64.396
"41" "NW_019211454.1" 13314834 NA "male_position" 61.155
"42" "NW_019211454.1" 13314834 NA "female_position" 66.091
"43" "NW_019211454.1" 13345442 NA "male_position" 63.699
"44" "NW_019211454.1" 13345442 NA "female_position" 66.091
"45" "NW_019211454.1" 13347059 NA "male_position" 64.547
"46" "NW_019211454.1" 13347059 NA "female_position" 66.091
"47" "NW_019211454.1" 13322115 NA "male_position" 64.547
"48" "NW_019211454.1" 13322115 NA "female_position" 66.091
"49" "NW_019211454.1" 13353960 NA "male_position" 67.942
"50" "NW_019211454.1" 13353960 NA "female_position" 70.339
"51" "NW_019211454.1" 13351794 NA "male_position" 68.79
"52" "NW_019211454.1" 13351794 NA "female_position" 70.339
"53" "NW_019211454.1" 13426901 NA "male_position" 74.75
"54" "NW_019211454.1" 13426901 NA "female_position" 75.441
"55" "NW_019211454.1" 13426885 NA "male_position" 74.75
"56" "NW_019211454.1" 13426885 NA "female_position" 75.441
"57" "NW_019211454.1" 13419400 NA "male_position" 74.75
"58" "NW_019211454.1" 13419400 NA "female_position" 76.289
"59" "NW_019211454.1" 13419439 NA "male_position" 74.75
"60" "NW_019211454.1" 13419439 NA "female_position" 76.289
"61" "NW_019211454.1" 13421417 NA "male_position" 74.75
"62" "NW_019211454.1" 13421417 NA "female_position" 76.289
"63" "NW_019211454.1" 13426748 NA "male_position" 74.75
"64" "NW_019211454.1" 13426748 NA "female_position" 76.289
"65" "NW_019211454.1" 13427044 NA "male_position" 75.597
"66" "NW_019211454.1" 13427044 NA "female_position" 76.289
"67" "NW_019211454.1" 13425615 NA "male_position" 75.597
"68" "NW_019211454.1" 13425615 NA "female_position" 76.289
"69" "NW_019211454.1" 13356968 NA "male_position" 75.597
"70" "NW_019211454.1" 13356968 NA "female_position" 76.289
"71" "NW_019211454.1" 13404628 NA "male_position" 75.597
"72" "NW_019211454.1" 13404628 NA "female_position" 76.289
"73" "NW_019211454.1" 13409256 NA "male_position" 75.597
"74" "NW_019211454.1" 13409256 NA "female_position" 76.289
"75" "NW_019211454.1" 13372993 NA "male_position" 75.597
"76" "NW_019211454.1" 13372993 NA "female_position" 76.289
"77" "NW_019211454.1" 13426460 NA "male_position" 75.597
"78" "NW_019211454.1" 13426460 NA "female_position" 76.289
"79" "NW_019211454.1" 13424374 NA "male_position" 75.597
"80" "NW_019211454.1" 13424374 NA "female_position" 76.289
"81" "NW_019211454.1" 13418902 NA "male_position" 75.597
"82" "NW_019211454.1" 13418902 NA "female_position" 76.289
"83" "NW_019211454.1" 13373823 NA "male_position" 75.597
"84" "NW_019211454.1" 13373823 NA "female_position" 76.289
"85" "NW_019211454.1" 13413908 NA "male_position" 75.597
"86" "NW_019211454.1" 13413908 NA "female_position" 76.289
"87" "NW_019211454.1" 13426646 NA "male_position" 75.597
"88" "NW_019211454.1" 13426646 NA "female_position" 76.289
"89" "NW_019211454.1" 13419002 NA "male_position" 75.597
"90" "NW_019211454.1" 13419002 NA "female_position" 76.289
"91" "NW_019211454.1" 13384611 NA "male_position" 75.597
"92" "NW_019211454.1" 13384611 NA "female_position" 76.289
"93" "NW_019211454.1" 13384572 NA "male_position" 75.597
"94" "NW_019211454.1" 13384572 NA "female_position" 76.289
"95" "NW_019211454.1" 13386405 NA "male_position" 75.597
"96" "NW_019211454.1" 13386405 NA "female_position" 76.289
"97" "NW_019211454.1" 13424251 NA "male_position" 75.597
"98" "NW_019211454.1" 13424251 NA "female_position" 76.289
"99" "NW_019211454.1" 13417524 NA "male_position" 75.597
"100" "NW_019211454.1" 13417524 NA "female_position" 76.289
"101" "NW_019211454.1" 13474059 NA "male_position" 76.445
"102" "NW_019211454.1" 13474059 NA "female_position" 76.289
"103" "NW_019211454.1" 13430457 NA "male_position" 76.445
"104" "NW_019211454.1" 13430457 NA "female_position" 76.289
"105" "NW_019211454.1" 13415986 NA "male_position" 76.445
"106" "NW_019211454.1" 13415986 NA "female_position" 76.289
"107" "NW_019211454.1" 13381177 NA "male_position" 77.292
"108" "NW_019211454.1" 13381177 NA "female_position" 76.289
"109" "NW_019211454.1" 13414675 NA "male_position" 78.14
"110" "NW_019211454.1" 13414675 NA "female_position" 76.289
"111" "NW_019211454.1" 13384441 NA "male_position" 78.14
"112" "NW_019211454.1" 13384441 NA "female_position" 76.289
"113" "NW_019211454.1" 13414908 NA "male_position" 78.14
"114" "NW_019211454.1" 13414908 NA "female_position" 76.289
"115" "NW_019211454.1" 13414851 NA "male_position" 78.14
"116" "NW_019211454.1" 13414851 NA "female_position" 76.289
"117" "NW_019211454.1" 13467270 NA "male_position" 78.14
"118" "NW_019211454.1" 13467270 NA "female_position" 77.136
"119" "NW_019211454.1" 13397280 NA "male_position" 78.987
"120" "NW_019211454.1" 13397280 NA "female_position" 77.136
"121" "NW_019211454.1" 13398303 NA "male_position" 78.987
"122" "NW_019211454.1" 13398303 NA "female_position" 77.136
"123" "NW_019211454.1" 13426118 NA "male_position" 78.987
"124" "NW_019211454.1" 13426118 NA "female_position" 77.984
"125" "NW_019211454.1" 13382945 NA "male_position" 78.987
"126" "NW_019211454.1" 13382945 NA "female_position" 78.831
"127" "NW_019211454.1" 13390103 NA "male_position" 78.987
"128" "NW_019211454.1" 13390103 NA "female_position" 78.831
"129" "NW_019211454.1" 13392438 NA "male_position" 78.987
"130" "NW_019211454.1" 13392438 NA "female_position" 79.679
"131" "NW_019211454.1" 13398648 NA "male_position" 78.987
"132" "NW_019211454.1" 13398648 NA "female_position" 79.679
"133" "NW_019211454.1" 13397871 NA "male_position" 79.835
"134" "NW_019211454.1" 13397871 NA "female_position" 79.679
"135" "NW_019211454.1" 13396361 NA "male_position" 80.683
"136" "NW_019211454.1" 13396361 NA "female_position" 79.679
"137" "NW_019211454.1" 13419532 NA "male_position" 81.53
"138" "NW_019211454.1" 13419532 NA "female_position" 79.679
"139" "NW_019211454.1" 13547603 NA "male_position" 84.075
"140" "NW_019211454.1" 13547603 NA "female_position" 79.679
"141" "NW_019211454.1" 13548262 NA "male_position" 84.075
"142" "NW_019211454.1" 13548262 NA "female_position" 81.374
"143" "NW_019211454.1" 12895348 NA "male_position" 107.728
"144" "NW_019211454.1" 12895348 NA "female_position" 99.985
"145" "NW_019211454.1" 12897367 NA "male_position" 108.576
"146" "NW_019211454.1" 12897367 NA "female_position" 100.833
"147" "NW_019211454.1" 27827763 NA "male_position" 117.133
"148" "NW_019211454.1" 27827763 NA "female_position" 117.529
"149" "NW_019211454.1" 3941187 NA "male_position" 121.38
"150" "NW_019211454.1" 3941187 NA "female_position" 121.776
"151" "NW_019211454.1" 3941167 NA "male_position" 121.38
"152" "NW_019211454.1" 3941167 NA "female_position" 126.024
"153" "NW_019211454.1" 22243081 NA "male_position" 121.38
"154" "NW_019211454.1" 22243081 NA "female_position" 133.711
"155" "NW_019211454.1" 24923758 NA "male_position" 137.136
"156" "NW_019211454.1" 24923758 NA "female_position" 137.106
"157" "NW_019211454.1" 3940698 NA "male_position" 144.823
"158" "NW_019211454.1" 3940698 NA "female_position" 148.306
